port_transport_number;port;transport;transport_number;service_name;description
50578_6;50578;tcp;6;N/A;N/A
50579_6;50579;tcp;6;N/A;N/A
50580_17;50580;udp;17;N/A;N/A
50580_6;50580;tcp;6;N/A;N/A
50581_17;50581;udp;17;N/A;N/A
50582_17;50582;udp;17;N/A;N/A
50582_6;50582;tcp;6;N/A;N/A
50583_17;50583;udp;17;N/A;N/A
50585_17;50585;udp;17;N/A;N/A
50590_17;50590;udp;17;N/A;N/A
50590_6;50590;tcp;6;N/A;N/A
50592_17;50592;udp;17;N/A;N/A
50592_6;50592;tcp;6;N/A;N/A
50593_17;50593;udp;17;N/A;N/A
50593_6;50593;tcp;6;N/A;N/A
50594_17;50594;udp;17;N/A;N/A
50594_6;50594;tcp;6;N/A;N/A
50596_17;50596;udp;17;N/A;N/A
50597_17;50597;udp;17;N/A;N/A
50597_6;50597;tcp;6;N/A;N/A
50598_17;50598;udp;17;N/A;N/A
50598_6;50598;tcp;6;N/A;N/A
50599_17;50599;udp;17;N/A;N/A
50599_6;50599;tcp;6;N/A;N/A
50600_17;50600;udp;17;N/A;N/A
50600_6;50600;tcp;6;N/A;N/A
50601_17;50601;udp;17;N/A;N/A
50602_17;50602;udp;17;N/A;N/A
50603_17;50603;udp;17;N/A;N/A
50604_17;50604;udp;17;N/A;N/A
50604_6;50604;tcp;6;N/A;N/A
50605_17;50605;udp;17;N/A;N/A
50606_17;50606;udp;17;N/A;N/A
50608_17;50608;udp;17;N/A;N/A
50609_17;50609;udp;17;N/A;N/A
50609_6;50609;tcp;6;N/A;N/A
50611_17;50611;udp;17;N/A;N/A
50612_17;50612;udp;17;N/A;N/A
50613_6;50613;tcp;6;N/A;N/A
50615_17;50615;udp;17;N/A;N/A
50616_17;50616;udp;17;N/A;N/A
50616_6;50616;tcp;6;N/A;N/A
50618_17;50618;udp;17;N/A;N/A
50618_6;50618;tcp;6;N/A;N/A
50620_17;50620;udp;17;N/A;N/A
50621_17;50621;udp;17;N/A;N/A
50621_6;50621;tcp;6;N/A;N/A
50622_17;50622;udp;17;N/A;N/A
50622_6;50622;tcp;6;N/A;N/A
50623_17;50623;udp;17;N/A;N/A
50624_17;50624;udp;17;N/A;N/A
50624_6;50624;tcp;6;N/A;N/A
50625_6;50625;tcp;6;N/A;N/A
50626_17;50626;udp;17;N/A;N/A
50627_17;50627;udp;17;N/A;N/A
50628_17;50628;udp;17;N/A;N/A
50628_6;50628;tcp;6;N/A;N/A
50629_6;50629;tcp;6;N/A;N/A
50631_17;50631;udp;17;N/A;N/A
50631_6;50631;tcp;6;N/A;N/A
50632_17;50632;udp;17;N/A;N/A
50632_6;50632;tcp;6;N/A;N/A
50633_17;50633;udp;17;N/A;N/A
50634_17;50634;udp;17;N/A;N/A
50634_6;50634;tcp;6;N/A;N/A
50635_17;50635;udp;17;N/A;N/A
50636_17;50636;udp;17;N/A;N/A
50637_17;50637;udp;17;N/A;N/A
50638_17;50638;udp;17;N/A;N/A
50640_17;50640;udp;17;N/A;N/A
50640_6;50640;tcp;6;N/A;N/A
50641_17;50641;udp;17;N/A;N/A
50641_6;50641;tcp;6;N/A;N/A
50642_17;50642;udp;17;N/A;N/A
50643_17;50643;udp;17;N/A;N/A
50644_17;50644;udp;17;N/A;N/A
50644_6;50644;tcp;6;N/A;N/A
50645_17;50645;udp;17;N/A;N/A
50645_6;50645;tcp;6;N/A;N/A
50646_17;50646;udp;17;N/A;N/A
50647_17;50647;udp;17;N/A;N/A
50647_6;50647;tcp;6;N/A;N/A
50648_17;50648;udp;17;N/A;N/A
50648_6;50648;tcp;6;N/A;N/A
50649_17;50649;udp;17;N/A;N/A
50649_6;50649;tcp;6;N/A;N/A
50651_17;50651;udp;17;N/A;N/A
50653_17;50653;udp;17;N/A;N/A
50653_6;50653;tcp;6;N/A;N/A
50654_17;50654;udp;17;N/A;N/A
50654_6;50654;tcp;6;N/A;N/A
50655_17;50655;udp;17;N/A;N/A
50655_6;50655;tcp;6;N/A;N/A
50656_17;50656;udp;17;N/A;N/A
50656_6;50656;tcp;6;N/A;N/A
50657_17;50657;udp;17;N/A;N/A
50657_6;50657;tcp;6;N/A;N/A
50658_17;50658;udp;17;N/A;N/A
50659_6;50659;tcp;6;N/A;N/A
50661_17;50661;udp;17;N/A;N/A
50662_17;50662;udp;17;N/A;N/A
50662_6;50662;tcp;6;N/A;N/A
50663_17;50663;udp;17;N/A;N/A
50664_6;50664;tcp;6;N/A;N/A
50665_17;50665;udp;17;N/A;N/A
50665_6;50665;tcp;6;N/A;N/A
50666_17;50666;udp;17;N/A;N/A
50666_6;50666;tcp;6;N/A;N/A
50667_17;50667;udp;17;N/A;N/A
50667_6;50667;tcp;6;N/A;N/A
50668_17;50668;udp;17;N/A;N/A
50668_6;50668;tcp;6;N/A;N/A
50669_17;50669;udp;17;N/A;N/A
50672_17;50672;udp;17;N/A;N/A
50672_6;50672;tcp;6;N/A;N/A
50675_17;50675;udp;17;N/A;N/A
50675_6;50675;tcp;6;N/A;N/A
50676_17;50676;udp;17;N/A;N/A
50676_6;50676;tcp;6;N/A;N/A
50679_17;50679;udp;17;N/A;N/A
50682_17;50682;udp;17;N/A;N/A
50682_6;50682;tcp;6;N/A;N/A
50683_6;50683;tcp;6;N/A;N/A
50686_17;50686;udp;17;N/A;N/A
50686_6;50686;tcp;6;N/A;N/A
50688_6;50688;tcp;6;N/A;N/A
50690_17;50690;udp;17;N/A;N/A
50690_6;50690;tcp;6;N/A;N/A
50691_17;50691;udp;17;N/A;N/A
50693_17;50693;udp;17;N/A;N/A
50693_6;50693;tcp;6;N/A;N/A
50696_17;50696;udp;17;N/A;N/A
50697_17;50697;udp;17;N/A;N/A
50697_6;50697;tcp;6;N/A;N/A
50698_17;50698;udp;17;N/A;N/A
50698_6;50698;tcp;6;N/A;N/A
50700_17;50700;udp;17;N/A;N/A
50700_6;50700;tcp;6;N/A;N/A
50703_17;50703;udp;17;N/A;N/A
50703_6;50703;tcp;6;N/A;N/A
50704_17;50704;udp;17;N/A;N/A
50706_17;50706;udp;17;N/A;N/A
50706_6;50706;tcp;6;N/A;N/A
50708_17;50708;udp;17;N/A;N/A
50710_17;50710;udp;17;N/A;N/A
50710_6;50710;tcp;6;N/A;N/A
50713_17;50713;udp;17;N/A;N/A
50713_6;50713;tcp;6;N/A;N/A
50715_17;50715;udp;17;N/A;N/A
50715_6;50715;tcp;6;N/A;N/A
50716_17;50716;udp;17;N/A;N/A
50716_6;50716;tcp;6;N/A;N/A
50718_17;50718;udp;17;N/A;N/A
50718_6;50718;tcp;6;N/A;N/A
50719_17;50719;udp;17;N/A;N/A
50719_6;50719;tcp;6;N/A;N/A
50721_17;50721;udp;17;N/A;N/A
50723_17;50723;udp;17;N/A;N/A
50724_6;50724;tcp;6;N/A;N/A
50726_17;50726;udp;17;N/A;N/A
50727_6;50727;tcp;6;N/A;N/A
50728_17;50728;udp;17;N/A;N/A
50729_17;50729;udp;17;N/A;N/A
50729_6;50729;tcp;6;N/A;N/A
50730_17;50730;udp;17;N/A;N/A
50731_17;50731;udp;17;N/A;N/A
50731_6;50731;tcp;6;N/A;N/A
50733_17;50733;udp;17;N/A;N/A
50734_17;50734;udp;17;N/A;N/A
50736_17;50736;udp;17;N/A;N/A
50737_17;50737;udp;17;N/A;N/A
50738_17;50738;udp;17;N/A;N/A
50738_6;50738;tcp;6;N/A;N/A
50739_6;50739;tcp;6;N/A;N/A
50744_17;50744;udp;17;N/A;N/A
50747_6;50747;tcp;6;N/A;N/A
50750_6;50750;tcp;6;N/A;N/A
50751_17;50751;udp;17;N/A;N/A
50751_6;50751;tcp;6;N/A;N/A
50752_17;50752;udp;17;N/A;N/A
50752_6;50752;tcp;6;N/A;N/A
50753_17;50753;udp;17;N/A;N/A
50756_17;50756;udp;17;N/A;N/A
50756_6;50756;tcp;6;N/A;N/A
50757_17;50757;udp;17;N/A;N/A
50759_17;50759;udp;17;N/A;N/A
50759_6;50759;tcp;6;N/A;N/A
50760_17;50760;udp;17;N/A;N/A
50760_6;50760;tcp;6;N/A;N/A
50761_17;50761;udp;17;N/A;N/A
50762_6;50762;tcp;6;N/A;N/A
50764_17;50764;udp;17;N/A;N/A
50764_6;50764;tcp;6;N/A;N/A
50766_17;50766;udp;17;N/A;N/A
50767_17;50767;udp;17;N/A;N/A
50768_17;50768;udp;17;N/A;N/A
50769_17;50769;udp;17;N/A;N/A
50769_6;50769;tcp;6;N/A;N/A
50770_17;50770;udp;17;N/A;N/A
50770_6;50770;tcp;6;N/A;N/A
50772_17;50772;udp;17;N/A;N/A
50774_17;50774;udp;17;N/A;N/A
50774_6;50774;tcp;6;N/A;N/A
50776_17;50776;udp;17;N/A;N/A
50777_17;50777;udp;17;N/A;N/A
50778_17;50778;udp;17;N/A;N/A
50778_6;50778;tcp;6;N/A;N/A
50781_17;50781;udp;17;N/A;N/A
50782_6;50782;tcp;6;N/A;N/A
50784_17;50784;udp;17;N/A;N/A
50785_17;50785;udp;17;N/A;N/A
50786_17;50786;udp;17;N/A;N/A
50786_6;50786;tcp;6;N/A;N/A
50787_17;50787;udp;17;N/A;N/A
50788_17;50788;udp;17;N/A;N/A
50788_6;50788;tcp;6;N/A;N/A
50789_17;50789;udp;17;N/A;N/A
50790_17;50790;udp;17;N/A;N/A
50791_17;50791;udp;17;N/A;N/A
50791_6;50791;tcp;6;N/A;N/A
50793_17;50793;udp;17;N/A;N/A
50794_17;50794;udp;17;N/A;N/A
50794_6;50794;tcp;6;N/A;N/A
50795_17;50795;udp;17;N/A;N/A
50796_17;50796;udp;17;N/A;N/A
50797_17;50797;udp;17;N/A;N/A
50800_17;50800;udp;17;N/A;N/A
50801_17;50801;udp;17;N/A;N/A
50803_17;50803;udp;17;N/A;N/A
50803_6;50803;tcp;6;N/A;N/A
50804_17;50804;udp;17;N/A;N/A
50805_17;50805;udp;17;N/A;N/A
50806_17;50806;udp;17;N/A;N/A
50810_6;50810;tcp;6;N/A;N/A
50811_17;50811;udp;17;N/A;N/A
50811_6;50811;tcp;6;N/A;N/A
50812_17;50812;udp;17;N/A;N/A
50816_6;50816;tcp;6;N/A;N/A
50819_17;50819;udp;17;N/A;N/A
50819_6;50819;tcp;6;N/A;N/A
50820_17;50820;udp;17;N/A;N/A
50820_6;50820;tcp;6;N/A;N/A
50821_17;50821;udp;17;N/A;N/A
50821_6;50821;tcp;6;N/A;N/A
50822_6;50822;tcp;6;N/A;N/A
50823_17;50823;udp;17;N/A;N/A
50824_17;50824;udp;17;N/A;N/A
50825_17;50825;udp;17;N/A;N/A
50825_6;50825;tcp;6;N/A;N/A
50826_17;50826;udp;17;N/A;N/A
50826_6;50826;tcp;6;N/A;N/A
50827_17;50827;udp;17;N/A;N/A
50828_17;50828;udp;17;N/A;N/A
50829_6;50829;tcp;6;N/A;N/A
50831_17;50831;udp;17;N/A;N/A
50831_6;50831;tcp;6;N/A;N/A
50834_17;50834;udp;17;N/A;N/A
50835_17;50835;udp;17;N/A;N/A
50836_17;50836;udp;17;N/A;N/A
50836_6;50836;tcp;6;N/A;N/A
50837_6;50837;tcp;6;N/A;N/A
50838_17;50838;udp;17;N/A;N/A
50838_6;50838;tcp;6;N/A;N/A
50839_6;50839;tcp;6;N/A;N/A
50840_17;50840;udp;17;N/A;N/A
50840_6;50840;tcp;6;N/A;N/A
50841_17;50841;udp;17;N/A;N/A
50841_6;50841;tcp;6;N/A;N/A
50842_17;50842;udp;17;N/A;N/A
50844_17;50844;udp;17;N/A;N/A
50844_6;50844;tcp;6;N/A;N/A
50845_17;50845;udp;17;N/A;N/A
50846_17;50846;udp;17;N/A;N/A
50846_6;50846;tcp;6;N/A;N/A
50847_17;50847;udp;17;N/A;N/A
50848_17;50848;udp;17;N/A;N/A
50849_17;50849;udp;17;N/A;N/A
50851_17;50851;udp;17;N/A;N/A
50851_6;50851;tcp;6;N/A;N/A
50852_17;50852;udp;17;N/A;N/A
50852_6;50852;tcp;6;N/A;N/A
50853_17;50853;udp;17;N/A;N/A
50853_6;50853;tcp;6;N/A;N/A
50854_17;50854;udp;17;N/A;N/A
50855_17;50855;udp;17;N/A;N/A
50855_6;50855;tcp;6;N/A;N/A
50856_17;50856;udp;17;N/A;N/A
50857_17;50857;udp;17;N/A;N/A
50857_6;50857;tcp;6;N/A;N/A
50858_17;50858;udp;17;N/A;N/A
50860_17;50860;udp;17;N/A;N/A
50861_17;50861;udp;17;N/A;N/A
50862_17;50862;udp;17;N/A;N/A
50862_6;50862;tcp;6;N/A;N/A
50863_17;50863;udp;17;N/A;N/A
50865_17;50865;udp;17;N/A;N/A
50865_6;50865;tcp;6;N/A;N/A
50866_17;50866;udp;17;N/A;N/A
50866_6;50866;tcp;6;N/A;N/A
50867_17;50867;udp;17;N/A;N/A
50868_6;50868;tcp;6;N/A;N/A
50870_17;50870;udp;17;N/A;N/A
50874_17;50874;udp;17;N/A;N/A
50875_17;50875;udp;17;N/A;N/A
50875_6;50875;tcp;6;N/A;N/A
50876_17;50876;udp;17;N/A;N/A
50877_17;50877;udp;17;N/A;N/A
50877_6;50877;tcp;6;N/A;N/A
50878_17;50878;udp;17;N/A;N/A
50878_6;50878;tcp;6;N/A;N/A
50879_17;50879;udp;17;N/A;N/A
50879_6;50879;tcp;6;N/A;N/A
50884_17;50884;udp;17;N/A;N/A
50885_17;50885;udp;17;N/A;N/A
50885_6;50885;tcp;6;N/A;N/A
50886_17;50886;udp;17;N/A;N/A
50887_6;50887;tcp;6;N/A;N/A
50888_17;50888;udp;17;N/A;N/A
50889_6;50889;tcp;6;N/A;N/A
50890_17;50890;udp;17;N/A;N/A
50891_17;50891;udp;17;N/A;N/A
50891_6;50891;tcp;6;N/A;N/A
50892_17;50892;udp;17;N/A;N/A
50892_6;50892;tcp;6;N/A;N/A
50893_17;50893;udp;17;N/A;N/A
50893_6;50893;tcp;6;N/A;N/A
50897_17;50897;udp;17;N/A;N/A
50898_17;50898;udp;17;N/A;N/A
50898_6;50898;tcp;6;N/A;N/A
50899_17;50899;udp;17;N/A;N/A
50900_17;50900;udp;17;N/A;N/A
50900_6;50900;tcp;6;N/A;N/A
50901_17;50901;udp;17;N/A;N/A
50901_6;50901;tcp;6;N/A;N/A
50902_17;50902;udp;17;N/A;N/A
50902_6;50902;tcp;6;N/A;N/A
50903_17;50903;udp;17;N/A;N/A
50903_6;50903;tcp;6;N/A;N/A
50906_17;50906;udp;17;N/A;N/A
50906_6;50906;tcp;6;N/A;N/A
50907_17;50907;udp;17;N/A;N/A
50907_6;50907;tcp;6;N/A;N/A
50908_17;50908;udp;17;N/A;N/A
50908_6;50908;tcp;6;N/A;N/A
50910_17;50910;udp;17;N/A;N/A
50911_17;50911;udp;17;N/A;N/A
50912_17;50912;udp;17;N/A;N/A
50912_6;50912;tcp;6;N/A;N/A
50914_17;50914;udp;17;N/A;N/A
50914_6;50914;tcp;6;N/A;N/A
50915_17;50915;udp;17;N/A;N/A
50916_17;50916;udp;17;N/A;N/A
50916_6;50916;tcp;6;N/A;N/A
50917_17;50917;udp;17;N/A;N/A
50917_6;50917;tcp;6;N/A;N/A
50918_6;50918;tcp;6;N/A;N/A
50919_17;50919;udp;17;N/A;N/A
50919_6;50919;tcp;6;N/A;N/A
50920_17;50920;udp;17;N/A;N/A
50920_6;50920;tcp;6;N/A;N/A
50921_17;50921;udp;17;N/A;N/A
50922_17;50922;udp;17;N/A;N/A
50923_17;50923;udp;17;N/A;N/A
50926_6;50926;tcp;6;N/A;N/A
50927_17;50927;udp;17;N/A;N/A
50928_17;50928;udp;17;N/A;N/A
50928_6;50928;tcp;6;N/A;N/A
50931_17;50931;udp;17;N/A;N/A
50932_17;50932;udp;17;N/A;N/A
50932_6;50932;tcp;6;N/A;N/A
50933_17;50933;udp;17;N/A;N/A
50935_17;50935;udp;17;N/A;N/A
50935_6;50935;tcp;6;N/A;N/A
50936_6;50936;tcp;6;N/A;N/A
50937_17;50937;udp;17;N/A;N/A
50937_6;50937;tcp;6;N/A;N/A
50941_17;50941;udp;17;N/A;N/A
50943_17;50943;udp;17;N/A;N/A
50945_6;50945;tcp;6;N/A;N/A
50946_6;50946;tcp;6;N/A;N/A
50948_17;50948;udp;17;N/A;N/A
50948_6;50948;tcp;6;N/A;N/A
50950_17;50950;udp;17;N/A;N/A
50950_6;50950;tcp;6;N/A;N/A
50951_17;50951;udp;17;N/A;N/A
50952_17;50952;udp;17;N/A;N/A
50953_17;50953;udp;17;N/A;N/A
50954_17;50954;udp;17;N/A;N/A
50956_17;50956;udp;17;N/A;N/A
50956_6;50956;tcp;6;N/A;N/A
50960_17;50960;udp;17;N/A;N/A
50961_17;50961;udp;17;N/A;N/A
50961_6;50961;tcp;6;N/A;N/A
50962_17;50962;udp;17;N/A;N/A
50963_17;50963;udp;17;N/A;N/A
50963_6;50963;tcp;6;N/A;N/A
50964_6;50964;tcp;6;N/A;N/A
50966_17;50966;udp;17;N/A;N/A
50967_17;50967;udp;17;N/A;N/A
50967_6;50967;tcp;6;N/A;N/A
50968_17;50968;udp;17;N/A;N/A
50969_17;50969;udp;17;N/A;N/A
50970_17;50970;udp;17;N/A;N/A
50971_17;50971;udp;17;N/A;N/A
50972_17;50972;udp;17;N/A;N/A
50972_6;50972;tcp;6;N/A;N/A
50975_17;50975;udp;17;N/A;N/A
50975_6;50975;tcp;6;N/A;N/A
50977_17;50977;udp;17;N/A;N/A
50978_17;50978;udp;17;N/A;N/A
50978_6;50978;tcp;6;N/A;N/A
50979_17;50979;udp;17;N/A;N/A
50979_6;50979;tcp;6;N/A;N/A
50981_17;50981;udp;17;N/A;N/A
50983_17;50983;udp;17;N/A;N/A
50983_6;50983;tcp;6;N/A;N/A
50985_6;50985;tcp;6;N/A;N/A
50987_17;50987;udp;17;N/A;N/A
50987_6;50987;tcp;6;N/A;N/A
50990_17;50990;udp;17;N/A;N/A
50990_6;50990;tcp;6;N/A;N/A
50991_17;50991;udp;17;N/A;N/A
50994_17;50994;udp;17;N/A;N/A
50994_6;50994;tcp;6;N/A;N/A
50995_17;50995;udp;17;N/A;N/A
50995_6;50995;tcp;6;N/A;N/A
50998_17;50998;udp;17;N/A;N/A
50999_17;50999;udp;17;N/A;N/A
50999_6;50999;tcp;6;N/A;N/A
51000_17;51000;udp;17;N/A;N/A
51000_6;51000;tcp;6;N/A;N/A
51003_17;51003;udp;17;N/A;N/A
51003_6;51003;tcp;6;N/A;N/A
51005_17;51005;udp;17;N/A;N/A
51007_17;51007;udp;17;N/A;N/A
51007_6;51007;tcp;6;N/A;N/A
51008_6;51008;tcp;6;N/A;N/A
51009_17;51009;udp;17;N/A;N/A
51011_17;51011;udp;17;N/A;N/A
51011_6;51011;tcp;6;N/A;N/A
51012_17;51012;udp;17;N/A;N/A
51012_6;51012;tcp;6;N/A;N/A
51013_17;51013;udp;17;N/A;N/A
51013_6;51013;tcp;6;N/A;N/A
51014_17;51014;udp;17;N/A;N/A
51014_6;51014;tcp;6;N/A;N/A
51015_17;51015;udp;17;N/A;N/A
51015_6;51015;tcp;6;N/A;N/A
51016_17;51016;udp;17;N/A;N/A
51016_6;51016;tcp;6;N/A;N/A
51019_17;51019;udp;17;N/A;N/A
51019_6;51019;tcp;6;N/A;N/A
51020_17;51020;udp;17;N/A;N/A
51022_17;51022;udp;17;N/A;N/A
51026_17;51026;udp;17;N/A;N/A
51026_6;51026;tcp;6;N/A;N/A
51027_17;51027;udp;17;N/A;N/A
51030_17;51030;udp;17;N/A;N/A
51030_6;51030;tcp;6;N/A;N/A
51032_17;51032;udp;17;N/A;N/A
51033_17;51033;udp;17;N/A;N/A
51033_6;51033;tcp;6;N/A;N/A
51035_17;51035;udp;17;N/A;N/A
51036_6;51036;tcp;6;N/A;N/A
51037_17;51037;udp;17;N/A;N/A
51037_6;51037;tcp;6;N/A;N/A
51038_17;51038;udp;17;N/A;N/A
51039_6;51039;tcp;6;N/A;N/A
51041_17;51041;udp;17;N/A;N/A
51041_6;51041;tcp;6;N/A;N/A
51043_17;51043;udp;17;N/A;N/A
51043_6;51043;tcp;6;N/A;N/A
51044_17;51044;udp;17;N/A;N/A
51045_17;51045;udp;17;N/A;N/A
51046_17;51046;udp;17;N/A;N/A
51046_6;51046;tcp;6;N/A;N/A
51047_6;51047;tcp;6;N/A;N/A
51049_17;51049;udp;17;N/A;N/A
51050_17;51050;udp;17;N/A;N/A
51050_6;51050;tcp;6;N/A;N/A
51051_17;51051;udp;17;N/A;N/A
51053_6;51053;tcp;6;N/A;N/A
51056_17;51056;udp;17;N/A;N/A
51056_6;51056;tcp;6;N/A;N/A
51059_17;51059;udp;17;N/A;N/A
51060_17;51060;udp;17;N/A;N/A
51060_6;51060;tcp;6;N/A;N/A
51065_17;51065;udp;17;N/A;N/A
51065_6;51065;tcp;6;N/A;N/A
51066_17;51066;udp;17;N/A;N/A
51066_6;51066;tcp;6;N/A;N/A
51068_17;51068;udp;17;N/A;N/A
51069_17;51069;udp;17;N/A;N/A
51069_6;51069;tcp;6;N/A;N/A
51071_17;51071;udp;17;N/A;N/A
51074_17;51074;udp;17;N/A;N/A
51075_17;51075;udp;17;N/A;N/A
51075_6;51075;tcp;6;N/A;N/A
51076_17;51076;udp;17;N/A;N/A
51077_17;51077;udp;17;N/A;N/A
51077_6;51077;tcp;6;N/A;N/A
51078_17;51078;udp;17;N/A;N/A
51078_6;51078;tcp;6;N/A;N/A
51079_17;51079;udp;17;N/A;N/A
51079_6;51079;tcp;6;N/A;N/A
51080_17;51080;udp;17;N/A;N/A
51080_6;51080;tcp;6;N/A;N/A
51081_17;51081;udp;17;N/A;N/A
51082_6;51082;tcp;6;N/A;N/A
51084_17;51084;udp;17;N/A;N/A
51084_6;51084;tcp;6;N/A;N/A
51085_17;51085;udp;17;N/A;N/A
51086_17;51086;udp;17;N/A;N/A
51087_17;51087;udp;17;N/A;N/A
51087_6;51087;tcp;6;N/A;N/A
51088_17;51088;udp;17;N/A;N/A
51089_17;51089;udp;17;N/A;N/A
51089_6;51089;tcp;6;N/A;N/A
51090_17;51090;udp;17;N/A;N/A
51091_17;51091;udp;17;N/A;N/A
51091_6;51091;tcp;6;N/A;N/A
51092_17;51092;udp;17;N/A;N/A
51092_6;51092;tcp;6;N/A;N/A
51093_17;51093;udp;17;N/A;N/A
51094_17;51094;udp;17;N/A;N/A
51096_17;51096;udp;17;N/A;N/A
51096_6;51096;tcp;6;N/A;N/A
51097_17;51097;udp;17;N/A;N/A
51097_6;51097;tcp;6;N/A;N/A
51098_17;51098;udp;17;N/A;N/A
51098_6;51098;tcp;6;N/A;N/A
51099_17;51099;udp;17;N/A;N/A
51100_6;51100;tcp;6;N/A;N/A
51102_17;51102;udp;17;N/A;N/A
51102_6;51102;tcp;6;N/A;N/A
51103_17;51103;udp;17;N/A;N/A
51104_17;51104;udp;17;N/A;N/A
51108_6;51108;tcp;6;N/A;N/A
51112_17;51112;udp;17;N/A;N/A
51113_17;51113;udp;17;N/A;N/A
51113_6;51113;tcp;6;N/A;N/A
51114_17;51114;udp;17;N/A;N/A
51114_6;51114;tcp;6;N/A;N/A
51115_6;51115;tcp;6;N/A;N/A
51117_17;51117;udp;17;N/A;N/A
51117_6;51117;tcp;6;N/A;N/A
51118_17;51118;udp;17;N/A;N/A
51118_6;51118;tcp;6;N/A;N/A
51121_17;51121;udp;17;N/A;N/A
51121_6;51121;tcp;6;N/A;N/A
51123_17;51123;udp;17;N/A;N/A
51124_17;51124;udp;17;N/A;N/A
51126_17;51126;udp;17;N/A;N/A
51126_6;51126;tcp;6;N/A;N/A
51128_17;51128;udp;17;N/A;N/A
51129_17;51129;udp;17;N/A;N/A
51129_6;51129;tcp;6;N/A;N/A
51131_17;51131;udp;17;N/A;N/A
51131_6;51131;tcp;6;N/A;N/A
51132_17;51132;udp;17;N/A;N/A
51132_6;51132;tcp;6;N/A;N/A
51134_17;51134;udp;17;N/A;N/A
51134_6;51134;tcp;6;N/A;N/A
51135_17;51135;udp;17;N/A;N/A
51135_6;51135;tcp;6;N/A;N/A
51137_17;51137;udp;17;N/A;N/A
51137_6;51137;tcp;6;N/A;N/A
51138_17;51138;udp;17;N/A;N/A
51139_17;51139;udp;17;N/A;N/A
51139_6;51139;tcp;6;N/A;N/A
51141_6;51141;tcp;6;N/A;N/A
51142_17;51142;udp;17;N/A;N/A
51144_17;51144;udp;17;N/A;N/A
51145_17;51145;udp;17;N/A;N/A
51146_17;51146;udp;17;N/A;N/A
51148_17;51148;udp;17;N/A;N/A
51149_17;51149;udp;17;N/A;N/A
51149_6;51149;tcp;6;N/A;N/A
51151_17;51151;udp;17;N/A;N/A
51154_6;51154;tcp;6;N/A;N/A
51155_6;51155;tcp;6;N/A;N/A
51156_17;51156;udp;17;N/A;N/A
51156_6;51156;tcp;6;N/A;N/A
51157_17;51157;udp;17;N/A;N/A
51158_17;51158;udp;17;N/A;N/A
51158_6;51158;tcp;6;N/A;N/A
51159_6;51159;tcp;6;N/A;N/A
51162_17;51162;udp;17;N/A;N/A
51162_6;51162;tcp;6;N/A;N/A
51163_17;51163;udp;17;N/A;N/A
51165_17;51165;udp;17;N/A;N/A
51165_6;51165;tcp;6;N/A;N/A
51166_17;51166;udp;17;N/A;N/A
51167_17;51167;udp;17;N/A;N/A
51167_6;51167;tcp;6;N/A;N/A
51169_17;51169;udp;17;N/A;N/A
51169_6;51169;tcp;6;N/A;N/A
51172_17;51172;udp;17;N/A;N/A
51174_17;51174;udp;17;N/A;N/A
51174_6;51174;tcp;6;N/A;N/A
51176_17;51176;udp;17;N/A;N/A
51177_17;51177;udp;17;N/A;N/A
51179_17;51179;udp;17;N/A;N/A
51180_6;51180;tcp;6;N/A;N/A
51181_17;51181;udp;17;N/A;N/A
51182_17;51182;udp;17;N/A;N/A
51182_6;51182;tcp;6;N/A;N/A
51183_17;51183;udp;17;N/A;N/A
51183_6;51183;tcp;6;N/A;N/A
51184_17;51184;udp;17;N/A;N/A
51184_6;51184;tcp;6;N/A;N/A
51185_17;51185;udp;17;N/A;N/A
51185_6;51185;tcp;6;N/A;N/A
51186_17;51186;udp;17;N/A;N/A
51186_6;51186;tcp;6;N/A;N/A
51187_17;51187;udp;17;N/A;N/A
51187_6;51187;tcp;6;N/A;N/A
51188_17;51188;udp;17;N/A;N/A
51189_17;51189;udp;17;N/A;N/A
51190_17;51190;udp;17;N/A;N/A
51190_6;51190;tcp;6;N/A;N/A
51191_6;51191;tcp;6;N/A;N/A
51192_17;51192;udp;17;N/A;N/A
51192_6;51192;tcp;6;N/A;N/A
51193_17;51193;udp;17;N/A;N/A
51193_6;51193;tcp;6;N/A;N/A
51195_17;51195;udp;17;N/A;N/A
51195_6;51195;tcp;6;N/A;N/A
51197_17;51197;udp;17;N/A;N/A
51198_17;51198;udp;17;N/A;N/A
51200_17;51200;udp;17;N/A;N/A
51201_17;51201;udp;17;N/A;N/A
51201_6;51201;tcp;6;N/A;N/A
51202_17;51202;udp;17;N/A;N/A
51203_17;51203;udp;17;N/A;N/A
51203_6;51203;tcp;6;N/A;N/A
51204_17;51204;udp;17;N/A;N/A
51207_17;51207;udp;17;N/A;N/A
51208_17;51208;udp;17;N/A;N/A
51209_17;51209;udp;17;N/A;N/A
51209_6;51209;tcp;6;N/A;N/A
51210_17;51210;udp;17;N/A;N/A
51211_17;51211;udp;17;N/A;N/A
51211_6;51211;tcp;6;N/A;N/A
51212_17;51212;udp;17;N/A;N/A
51213_17;51213;udp;17;N/A;N/A
51214_17;51214;udp;17;N/A;N/A
51214_6;51214;tcp;6;N/A;N/A
51216_17;51216;udp;17;N/A;N/A
51216_6;51216;tcp;6;N/A;N/A
51219_6;51219;tcp;6;N/A;N/A
51220_17;51220;udp;17;N/A;N/A
51220_6;51220;tcp;6;N/A;N/A
